Gender,Percent_SSC,Percent_HSC,Percent_Degree,Experience_Yrs,S-TEST,Percentile_ET,S-TEST*SCORE,Percent_MBA,Marks_Communication,Marks_Projectwork,Marks_BOCA
1,-0.490190377,2.291429055,0.411873253,-0.739084236,0.4632223,-0.148002923,-0.148002923,-0.374860311,0.292856306,1.227154352,0.138755667
0,0.286349425,0.987917172,0.499237108,-0.739084236,0.4632223,-0.14993411,-0.14993411,0.992020376,1.318423137,-0.345509478,0.454907819
1,-0.436450598,1.49454879,0.490500722,-0.739084236,0.4632223,1.010709045,1.010709045,-0.326839409,-0.732710525,-0.0595706,-0.493548638
1,-1.000718275,-0.532846691,-0.385321921,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.951111141,-0.390854914,0.226368278,0.665675921
1,-0.989074656,0.112826195,-1.116994205,0.719634651,0.4632223,-0.469867359,-0.469867359,-0.153621154,-1.074566135,0.655276596,0.138755667
0,0.02929415,-0.941280414,0.54619518,-0.739084236,0.4632223,0.029988109,0.029988109,1.226979792,0.862615657,-0.774417795,-0.493548638
1,-0.848455569,0.032008458,-1.44460866,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.831058885,-0.846662395,0.226368278,-1.231236993
1,-0.758889271,-0.576297087,-0.461765294,-0.739084236,0.4632223,0.238234399,0.238234399,-0.831058885,-1.188518005,0.655276596,-1.547389145
1,0.405472602,-1.09770184,0.63028289,0.719634651,0.4632223,0.173861512,0.173861512,-0.849924239,-0.960614265,-1.203326112,0.771059971
1,1.498181435,0.066768775,-0.461765294,0.719634651,0.4632223,0.817590383,0.817590383,-1.532507067,0.178904436,-0.202540039,0.033371616
0,-1.314200317,-1.080321681,-1.857402874,2.178353538,-2.158790717,-1.757325101,-1.757325101,-0.743592241,-1.188518005,1.51309323,1.508748327
1,0.584605197,-1.09770184,1.176306982,0.719634651,0.4632223,0.978522601,0.978522601,-0.285678635,0.520760046,1.51309323,0.876444022
1,-0.579756675,-0.836999463,0.084258798,-0.739084236,0.4632223,0.302607286,0.302607286,0.137934326,-1.188518005,0.369337718,-0.493548638
1,1.204403978,1.031367568,-0.024946021,-0.739084236,0.4632223,0.454205436,0.454205436,-0.114175412,0.748663786,1.227154352,-0.493548638
0,-0.61737452,-0.350355027,-1.422767696,0.719634651,0.4632223,0.688844609,0.688844609,0.630148576,0.520760046,0.941215474,0.454907819
1,-0.102368307,-1.09770184,-0.49452674,2.178353538,-2.158790717,-1.757325101,-1.757325101,1.374472564,0.178904436,-0.488478917,1.719516428
1,1.30113558,2.030726678,1.940740711,-0.739084236,0.4632223,0.817590383,0.817590383,2.034759972,1.204471267,-0.631448356,0.665675921
0,0.692084755,0.57079337,0.127940725,-0.739084236,0.4632223,0.33479373,0.33479373,0.227116001,-0.960614265,-1.48926499,1.087212124
0,-1.296287058,0.032008458,0.521078071,0.719634651,0.4632223,0.753217496,0.753217496,-0.012988511,-0.732710525,-0.345509478,1.087212124
1,-2.431092052,-1.410544691,-3.028078527,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-1.179210427,-1.188518005,-1.632234429,-1.547389145
1,-2.46064893,-0.923900255,-0.352560476,-0.739084236,0.4632223,-0.212375811,-0.212375811,-1.546227325,-0.390854914,0.369337718,-0.704316739
1,0.584605197,-0.402495502,-0.024946021,0.719634651,0.4632223,-0.630799577,-0.630799577,-1.306122812,-0.504806784,-0.488478917,-1.547389145
1,0.808520942,2.699862778,1.488632762,-0.739084236,0.4632223,1.377634501,1.377634501,2.118796552,-0.048999304,0.083398839,1.824900479
1,1.001984145,0.6837644,-0.532748426,-0.739084236,0.4632223,0.057668451,0.057668451,0.830807347,1.546326877,0.083398839,-0.915084841
0,-1.654552249,-0.141793126,-0.570970113,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.656125597,-0.732710525,1.370123791,0.033371616
1,-0.400624079,0.249260439,-0.702015895,0.719634651,0.4632223,0.077302181,0.077302181,-0.867074561,-1.188518005,0.512307157,0.033371616
1,0.208426746,-1.184602632,-0.747881919,0.719634651,0.4632223,0.077302181,0.077302181,-0.947681076,-1.188518005,0.083398839,0.454907819
1,0.226340006,-1.184602632,-1.226199023,-0.739084236,0.4632223,0.688844609,0.688844609,-1.148339847,-1.188518005,-0.774417795,-0.598932688
1,0.405472602,0.987917172,-1.553813478,0.719634651,0.4632223,0.656658165,0.656658165,-0.151906121,0.064952566,0.655276596,-0.282780536
0,-0.400624079,0.727214796,0.193463616,0.719634651,0.4632223,0.560098835,0.560098835,0.515241416,-0.390854914,0.798246035,1.719516428
1,-0.938021866,-1.445305008,-0.461765294,-0.739084236,0.4632223,0.302607286,0.302607286,-1.75031616,0.406808176,-0.774417795,-0.915084841
1,0.04720741,-0.489396295,0.302668435,2.178353538,0.4632223,0.012929294,0.012929294,0.059042843,-0.618758655,0.369337718,1.087212124
1,-1.654552249,-0.489396295,-1.553813478,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.836203981,-0.504806784,0.941215474,0.56029187
1,1.157829504,0.414371944,1.364139269,0.719634651,0.4632223,0.856214115,0.856214115,2.504678803,2.571893708,0.941215474,1.508748327
1,1.420258756,0.987917172,-0.898584568,0.719634651,0.4632223,1.09310634,1.09310634,1.696898623,1.546326877,1.227154352,-1.125852942
0,-0.508103637,-1.619106593,-0.603731558,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.283963603,-0.390854914,0.369337718,-0.598932688
0,-1.843537138,-1.286276559,-0.898584568,2.178353538,0.4632223,0.53434968,0.53434968,0.657589091,0.634711916,0.798246035,-1.231236993
1,0.799564312,0.987917172,0.125756629,0.719634651,0.4632223,0.753217496,0.753217496,2.583570286,3.027701188,1.51309323,0.033371616
1,1.766880329,0.362231469,-0.898584568,0.719634651,0.4632223,0.946336157,0.946336157,1.552835916,1.318423137,-0.774417795,0.56029187
1,0.129608404,1.943825886,0.957897345,0.719634651,0.4632223,0.366980173,0.366980173,0.782786444,2.230038097,-0.774417795,-1.020468891
1,-0.400624079,1.422421133,2.268355166,-0.739084236,0.4632223,1.316480258,1.316480258,1.9404332,2.571893708,1.084184913,0.981828073
1,-0.346884301,0.257950518,-0.822141195,-0.739084236,0.4632223,0.695281898,0.695281898,-0.51206289,-0.732710525,-0.345509478,-0.80970079
0,1.295761602,1.233846414,1.503921437,3.637072424,-2.158790717,-1.757325101,-1.757325101,1.182388954,0.976567527,1.084184913,2.03566858
1,-1.117154462,-1.271503424,0.302668435,-0.739084236,0.4632223,-1.757325101,-1.757325101,-1.292402555,-1.074566135,0.512307157,-0.177396485
0,1.184699393,-1.184602632,1.689569628,-0.739084236,0.4632223,0.78540394,0.78540394,-0.414306053,-0.276903044,-0.631448356,0.981828073
1,1.211569282,0.814115588,0.521078071,-0.739084236,0.4632223,-0.180189367,-0.180189367,0.537536835,1.432375007,0.226368278,0.876444022
0,-0.266274632,-0.159173284,0.226225062,2.178353538,0.4632223,0.830464961,0.830464961,1.60257185,2.571893708,0.655276596,-0.072012435
0,-0.311057781,1.074817964,-1.663018297,-0.739084236,0.4632223,0.78540394,0.78540394,0.386613999,-0.504806784,-1.060356673,-0.493548638
1,1.274265691,-0.750098671,-0.024946021,0.719634651,0.4632223,1.010709045,1.010709045,1.465369272,0.634711916,-0.631448356,1.087212124
0,1.480268176,0.379611627,0.63028289,-0.739084236,0.4632223,0.656658165,0.656658165,2.00217436,2.457941838,-0.202540039,-0.388164587
0,0.942870389,1.161718756,1.067102163,-0.739084236,0.4632223,-0.212375811,-0.212375811,0.434634901,-0.276903044,-1.632234429,1.614132377
1,1.161412156,1.233846414,0.848692527,-0.739084236,-2.158790717,-1.757325101,-1.757325101,1.007455666,-0.048999304,1.084184913,1.297980225
1,-0.042358888,-0.31559471,-1.335403842,-0.739084236,0.4632223,0.592285278,0.592285278,-1.00427714,-0.504806784,-1.632234429,-1.231236993
1,-0.490190377,-0.576297087,-0.898584568,3.637072424,0.4632223,0.33479373,0.33479373,-0.362855086,-0.618758655,1.084184913,-0.282780536
1,-0.400624079,-0.359045106,0.248066025,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.757312499,-1.188518005,-0.488478917,1.403364276
0,0.002424261,0.118909251,0.521078071,-0.739084236,0.4632223,0.08373947,0.08373947,-1.175780363,0.064952566,0.941215474,-1.547389145
1,-0.071020103,-0.472885144,0.984106501,-0.739084236,0.4632223,-0.580588725,-0.580588725,0.775926315,1.204471267,0.655276596,-0.177396485
1,0.136773708,0.234487304,0.381295904,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.9028387,1.090519397,0.655276596,-0.072012435
1,0.831808179,0.857565984,0.029656389,2.178353538,0.4632223,0.603550534,0.603550534,0.427774772,0.862615657,1.370123791,0.033371616
1,0.495038899,-0.750098671,0.957897345,-0.739084236,0.4632223,-0.148002923,-0.148002923,1.077771988,1.888182487,0.226368278,-1.125852942
0,-0.848455569,-0.576297087,-0.680174931,0.719634651,0.4632223,0.399166617,0.399166617,-0.400585795,-1.188518005,-0.202540039,-0.598932688
1,0.853304091,1.856925094,-0.352560476,-0.739084236,0.4632223,0.13813456,0.13813456,-0.222222443,0.406808176,-0.202540039,-0.177396485
1,-0.472277118,0.379611627,-0.352560476,0.719634651,0.4632223,0.78540394,0.78540394,-0.551508631,-0.960614265,-0.631448356,-0.177396485
1,-1.654552249,-1.966709761,-2.209042389,0.719634651,0.4632223,0.302607286,0.302607286,-0.48119231,-0.960614265,0.655276596,0.244139718
1,-0.221491484,0.205810043,-0.316522886,0.719634651,0.4632223,0.302607286,0.302607286,-0.067869542,-0.846662395,-1.775203868,1.614132377
0,0.763737793,0.90101638,-0.78937975,-0.739084236,0.4632223,1.33257348,1.33257348,-0.042144059,0.976567527,-0.0595706,0.56029187
1,1.480268176,2.108937391,-0.516367704,-0.739084236,0.4632223,1.011996502,1.011996502,-0.383435473,-1.188518005,-0.202540039,-0.704316739
0,0.495038899,-0.750098671,-0.134150839,-0.739084236,0.4632223,1.107268375,1.107268375,-0.198211992,-1.188518005,1.51309323,0.56029187
1,-0.758889271,-1.445305008,-0.224790838,-0.739084236,0.4632223,-0.24713717,-0.24713717,0.127644132,-0.048999304,-0.345509478,-0.915084841
0,1.748967069,1.161718756,1.831535892,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.849672701,1.090519397,1.227154352,1.93028453
0,-0.490190377,0.90101638,-0.461765294,0.719634651,-2.158790717,-1.757325101,-1.757325101,0.372893741,-1.188518005,-1.346295551,1.297980225
0,1.032436687,-1.184602632,1.2855118,0.719634651,-2.158790717,-1.757325101,-1.757325101,0.745055735,-0.048999304,-0.345509478,1.087212124
1,0.942870389,-0.31559471,0.63028289,0.719634651,0.4632223,0.817590383,0.817590383,0.811941992,-0.048999304,0.369337718,0.349523768
1,1.569834474,0.727214796,0.302668435,-0.739084236,0.4632223,-0.903418754,-0.903418754,-0.217077346,1.318423137,-1.775203868,-0.282780536
0,1.032436687,0.814115588,-0.396242403,-0.739084236,0.4632223,0.109488625,0.109488625,-1.060873203,-0.276903044,-1.346295551,-0.704316739
1,-1.797858326,-0.263454235,-0.243355658,-0.739084236,0.4632223,0.270420843,0.270420843,-0.801903337,-0.960614265,-0.917387234,-1.125852942
1,0.315906304,0.292710835,0.63028289,-0.739084236,0.4632223,1.05898871,1.05898871,-0.165626379,0.064952566,0.369337718,-0.80970079
1,0.226340006,1.074817964,-0.352560476,-0.739084236,0.4632223,-0.200144962,-0.200144962,-1.856648158,-0.732710525,-1.632234429,-1.442005094
1,-0.848455569,-1.184602632,-0.680174931,-0.739084236,0.4632223,-0.157658856,-0.157658856,-0.333699538,0.406808176,0.798246035,-1.125852942
0,-1.20672076,-0.663197879,-0.134150839,0.719634651,0.4632223,0.173861512,0.173861512,-0.491482503,0.064952566,-0.488478917,1.824900479
1,-0.714106122,-0.228693918,-0.352560476,0.719634651,-2.158790717,-1.757325101,-1.757325101,-0.369715215,-0.960614265,0.083398839,0.244139718
0,1.480268176,0.727214796,0.193463616,0.719634651,0.4632223,0.238234399,0.238234399,0.120784003,0.862615657,0.941215474,1.508748327
0,0.315906304,1.335520341,0.084258798,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.211680711,-0.960614265,-1.060356673,0.454907819
0,0.181556857,-0.419875661,-0.592811076,-0.739084236,0.4632223,0.173861512,0.173861512,0.30257742,1.546326877,0.083398839,-1.442005094
1,-0.311057781,-1.184602632,-0.134150839,2.178353538,-2.158790717,-1.757325101,-1.757325101,-0.074729671,-0.960614265,-1.060356673,1.614132377
1,0.942870389,0.379611627,0.521078071,-0.739084236,0.4632223,0.173861512,0.173861512,0.036747424,0.064952566,-0.202540039,0.033371616
0,0.315906304,0.466512419,-2.536656844,-0.739084236,0.4632223,0.624471722,0.624471722,0.196245421,-0.618758655,-1.346295551,1.824900479
1,0.136773708,-1.127248109,-1.226199023,0.719634651,0.4632223,0.045115738,0.045115738,-0.061009413,1.204471267,-1.203326112,0.138755667
1,-0.400624079,-0.054892334,0.193463616,-0.739084236,0.4632223,-0.028913082,-0.028913082,-1.139764686,-1.188518005,-0.631448356,-0.493548638
1,-1.564985952,-0.054892334,-0.680174931,2.178353538,0.4632223,0.310653897,0.310653897,-0.534358309,-0.732710525,-0.917387234,-1.336621044
1,0.405472602,-0.836999463,0.084258798,-0.739084236,0.4632223,0.624471722,0.624471722,-0.628685081,-1.188518005,-0.345509478,-0.493548638
1,-0.579756675,-0.402495502,-1.663018297,-0.739084236,0.4632223,0.78540394,0.78540394,-1.311267909,-0.732710525,1.370123791,-1.125852942
1,0.763737793,1.161718756,1.394716619,0.719634651,0.4632223,1.364759924,1.364759924,1.513390174,0.634711916,-0.917387234,1.403364276
1,-1.296287058,0.032008458,-1.44460866,-0.739084236,0.4632223,-1.338901335,-1.338901335,-0.668130823,-1.188518005,1.084184913,-1.547389145
1,0.853304091,0.118909251,-1.116994205,0.719634651,0.4632223,0.109488625,0.109488625,-1.239236555,-1.188518005,0.226368278,-1.125852942
0,0.342776193,1.972503147,1.831535892,-0.739084236,0.4632223,0.817590383,0.817590383,2.213123324,1.204471267,0.798246035,1.297980225
1,1.390701878,1.422421133,0.084258798,0.719634651,-2.158790717,-1.757325101,-1.757325101,1.273285662,1.090519397,0.798246035,0.876444022
1,-0.579756675,1.248619549,-0.024946021,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-0.234227668,-0.732710525,-0.917387234,-1.231236993
0,-1.20672076,-1.010801047,-1.44460866,-0.739084236,0.4632223,0.012929294,0.012929294,-0.644120372,0.634711916,0.083398839,1.297980225
0,1.122002984,1.596222717,1.2855118,-0.739084236,0.4632223,0.173861512,0.173861512,0.853102766,0.406808176,1.227154352,-0.282780536
1,0.226340006,-0.054892334,-0.898584568,-0.739084236,0.4632223,1.107268375,1.107268375,-0.246232894,0.634711916,-0.774417795,-0.388164587
1,-0.490190377,0.032008458,-0.024946021,-0.739084236,0.4632223,-0.823918238,-0.823918238,-1.386729327,-0.618758655,0.655276596,-0.177396485
1,-1.117154462,-0.836999463,-0.570970113,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-1.698865193,-0.846662395,-2.490051063,-1.547389145
1,0.315906304,0.379611627,0.739487708,-0.739084236,0.4632223,0.431353061,0.431353061,0.969724957,-0.846662395,1.084184913,1.403364276
0,-2.191950037,-2.053610553,-1.335403842,-0.739084236,0.4632223,-0.180189367,-0.180189367,-1.698865193,-1.188518005,-1.346295551,-1.231236993
1,0.495038899,0.814115588,0.084258798,-0.739084236,0.4632223,0.946336157,0.946336157,0.427774772,-0.960614265,-0.917387234,-1.231236993
0,-0.311057781,-1.271503424,-0.024946021,-0.739084236,0.4632223,-0.357214806,-0.357214806,0.938854377,-0.162951174,-0.0595706,-0.177396485
1,-0.669322973,-0.141793126,-1.138835168,0.719634651,0.4632223,0.399166617,0.399166617,0.194530389,0.292856306,-0.345509478,0.981828073
1,1.30113558,0.118909251,0.193463616,-0.739084236,0.4632223,-0.323097176,-0.323097176,0.530676706,0.406808176,-0.202540039,0.138755667
1,-1.744118547,-0.750098671,-1.007789386,0.719634651,0.4632223,0.495725948,0.495725948,-1.45018552,-0.846662395,-0.917387234,-1.231236993
0,-0.285979218,0.625540869,0.061325786,-0.739084236,0.4632223,0.173861512,0.173861512,-0.748737338,-0.732710525,-0.202540039,0.454907819
1,-0.221491484,-0.923900255,0.521078071,-0.739084236,0.4632223,0.560098835,0.560098835,-0.110745348,-0.846662395,0.512307157,-0.177396485
0,-1.117154462,-0.489396295,-1.44460866,2.178353538,0.4632223,0.817590383,0.817590383,-0.861929465,-1.074566135,0.226368278,0.244139718
1,-0.938021866,-0.385115344,-1.531972515,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-1.601108356,-0.960614265,-0.631448356,-1.547389145
1,0.315906304,-1.184602632,-1.44460866,-0.739084236,0.4632223,0.946336157,0.946336157,-1.546227325,-1.188518005,-0.917387234,-0.915084841
1,-0.221491484,2.11762747,-1.226199023,-0.739084236,0.4632223,0.012929294,0.012929294,-0.489767471,-1.188518005,-0.488478917,0.981828073
0,1.910186406,1.856925094,2.792538294,-0.739084236,0.4632223,1.337723311,1.337723311,2.683042155,3.141653058,1.656062669,-0.177396485
0,0.04720741,0.379611627,-0.898584568,0.719634651,0.4632223,0.399166617,0.399166617,-1.069448365,-0.504806784,0.941215474,-1.336621044
1,0.163643597,1.726573906,0.739487708,-0.739084236,0.4632223,0.33479373,0.33479373,-0.121035541,-0.960614265,1.084184913,-0.282780536
1,0.315906304,1.161718756,1.012499754,-0.739084236,0.4632223,-0.369445655,-0.369445655,-0.759027531,1.546326877,0.512307157,-1.547389145
1,1.480268176,1.074817964,0.084258798,0.719634651,0.4632223,0.946336157,0.946336157,0.863392959,0.634711916,0.083398839,-0.704316739
1,-0.311057781,0.814115588,0.521078071,0.719634651,0.4632223,0.946336157,0.946336157,-0.464041987,-1.188518005,-1.346295551,-0.598932688
1,0.315906304,-0.402495502,1.2855118,0.719634651,0.4632223,0.33479373,0.33479373,-0.115890445,-0.618758655,0.083398839,-0.704316739
0,-0.131925186,-0.489396295,0.63028289,-0.739084236,0.4632223,0.270420843,0.270420843,1.280145791,-0.390854914,1.227154352,1.403364276
1,-0.669322973,-1.010801047,-0.134150839,-0.739084236,0.4632223,0.238234399,0.238234399,-0.182776702,-0.960614265,0.369337718,0.876444022
1,-1.475419654,-1.184602632,-1.116994205,0.719634651,0.4632223,-0.231365812,-0.231365812,0.510096319,0.976567527,0.941215474,-1.442005094
0,0.315906304,-1.358404216,0.957897345,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.372893741,-0.276903044,-0.631448356,1.719516428
0,0.709998014,-0.706648275,2.049945529,-0.739084236,0.4632223,1.396946367,1.396946367,0.616428318,0.748663786,0.941215474,1.192596174
1,-1.564985952,-1.010801047,-0.352560476,-0.739084236,0.4632223,0.109488625,0.109488625,0.297432323,0.178904436,-0.631448356,-0.80970079
0,-0.400624079,-1.706007385,0.411873253,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.926849151,1.318423137,-0.917387234,0.876444022
0,1.569834474,0.393515754,0.848692527,2.178353538,0.4632223,0.33479373,0.33479373,1.389907854,0.748663786,0.226368278,1.508748327
1,0.04720741,0.640314004,-0.243355658,-0.739084236,0.4632223,0.914149714,0.914149714,0.107063745,-0.960614265,0.226368278,1.508748327
0,0.763737793,0.118909251,1.176306982,0.719634651,0.4632223,0.366980173,0.366980173,0.477510707,0.178904436,1.227154352,3.300277189
1,-0.758889271,-0.402495502,0.193463616,2.178353538,0.4632223,0.173861512,0.173861512,-0.17420154,-0.732710525,-0.917387234,0.981828073
1,-1.358983466,-1.271503424,-1.007789386,-0.739084236,0.4632223,0.302607286,0.302607286,-0.892800045,-0.276903044,-0.345509478,0.454907819
1,0.495038899,0.379611627,0.521078071,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.292287226,0.634711916,0.226368278,0.033371616
1,0.244253265,0.491713649,-0.78937975,-0.739084236,0.4632223,-1.757325101,-1.757325101,-0.11246038,-0.276903044,-0.774417795,0.244139718
1,-1.779945066,-0.265192251,0.533090601,-0.739084236,0.4632223,0.096614048,0.096614048,-0.856784368,-0.732710525,-0.774417795,-0.282780536
1,-1.117154462,-0.141793126,0.302668435,0.719634651,0.4632223,-0.13255343,-0.13255343,2.784229057,2.457941838,1.656062669,0.349523768
1,1.498181435,0.588173528,-0.036958551,-0.739084236,0.4632223,0.225359822,0.225359822,0.14136439,-0.048999304,1.227154352,-0.282780536
1,-0.311057781,-0.923900255,0.193463616,-0.739084236,0.4632223,-0.261621069,-0.261621069,-0.431456375,-0.732710525,0.083398839,-0.80970079
0,0.136773708,1.422421133,0.084258798,-0.739084236,-2.158790717,-1.757325101,-1.757325101,0.221970905,0.520760046,0.369337718,-1.125852942
1,-0.131925186,-1.358404216,0.084258798,-0.739084236,0.4632223,0.592285278,0.592285278,1.100067407,0.634711916,0.226368278,1.087212124
1,-1.027588164,-0.750098671,-2.318247207,-0.739084236,-2.158790717,-1.757325101,-1.757325101,-1.559947583,-1.188518005,0.655276596,-1.547389145
0,2.017665963,2.030726678,1.394716619,0.719634651,-2.158790717,-1.757325101,-1.757325101,2.0947861,1.888182487,0.798246035,0.454907819
1,-0.490190377,-1.184602632,-0.461765294,-0.739084236,0.4632223,1.129477021,1.129477021,-0.78132295,-0.618758655,-0.774417795,-0.598932688
1,0.011380891,-0.020132017,1.427478064,0.719634651,0.4632223,0.173861512,0.173861512,0.350598322,1.204471267,0.083398839,0.56029187
1,-1.117154462,-0.576297087,-1.772223115,0.719634651,0.4632223,0.914149714,0.914149714,-0.693856306,-1.188518005,0.798246035,0.981828073
1,1.963926184,-0.258240187,0.439174458,-0.739084236,0.4632223,0.560098835,0.560098835,0.269991807,0.292856306,0.083398839,0.454907819
1,-1.833684845,0.727214796,-0.461765294,-0.739084236,0.4632223,-0.437680915,-0.437680915,-0.498342632,-1.188518005,-1.48926499,-0.80970079
0,1.419363093,1.146945622,1.427478064,-0.739084236,0.4632223,-0.234584457,-0.234584457,1.628297334,1.546326877,1.51309323,0.138755667
