Gender,Percent_SSC,Percent_HSC,Percent_Degree,Experience_Yrs,Board_HSC_CBSE,Board_HSC_ISC,Board_HSC_Others,Specialization_MBA_Marketing & Finance,Specialization_MBA_Marketing & HR,Specialization_MBA_Marketing & IB,Stream_HSC_Arts,Stream_HSC_Commerce,Stream_HSC_Science,Board_SSC_CBSE,Board_SSC_ICSE,Board_SSC_Others,Course_Degree_Arts,Course_Degree_Commerce,Course_Degree_Computer Applications,Course_Degree_Engineering,Course_Degree_Management,Course_Degree_Others,Course_Degree_Science
0,-1.117154462,-0.402495502,-2.755066481,0.719634651,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,-1.296287058,-0.923900255,-0.898584568,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.490190377,2.291429055,0.411873253,-0.739084236,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0.286349425,0.987917172,0.499237108,-0.739084236,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,-0.436450598,1.49454879,0.490500722,-0.739084236,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-1.000718275,-0.532846691,-0.385321921,-0.739084236,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,-0.989074656,0.112826195,-1.116994205,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0.02929415,-0.941280414,0.54619518,-0.739084236,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.848455569,0.032008458,-1.44460866,-0.739084236,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,-0.758889271,-0.576297087,-0.461765294,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.405472602,-1.09770184,0.63028289,0.719634651,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1.498181435,0.066768775,-0.461765294,0.719634651,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,-1.314200317,-1.080321681,-1.857402874,2.178353538,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0.584605197,-1.09770184,1.176306982,0.719634651,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1,-0.579756675,-0.836999463,0.084258798,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1.204403978,1.031367568,-0.024946021,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-0.61737452,-0.350355027,-1.422767696,0.719634651,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-0.102368307,-1.09770184,-0.49452674,2.178353538,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1.30113558,2.030726678,1.940740711,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0.692084755,0.57079337,0.127940725,-0.739084236,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,-1.296287058,0.032008458,0.521078071,0.719634651,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,-2.431092052,-1.410544691,-3.028078527,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-2.46064893,-0.923900255,-0.352560476,-0.739084236,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.584605197,-0.402495502,-0.024946021,0.719634651,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.808520942,2.699862778,1.488632762,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1.001984145,0.6837644,-0.532748426,-0.739084236,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,-1.654552249,-0.141793126,-0.570970113,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,-0.400624079,0.249260439,-0.702015895,0.719634651,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0.208426746,-1.184602632,-0.747881919,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.226340006,-1.184602632,-1.226199023,-0.739084236,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0.405472602,0.987917172,-1.553813478,0.719634651,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-0.400624079,0.727214796,0.193463616,0.719634651,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,-0.938021866,-1.445305008,-0.461765294,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0.04720741,-0.489396295,0.302668435,2.178353538,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,-1.654552249,-0.489396295,-1.553813478,0.719634651,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1.157829504,0.414371944,1.364139269,0.719634651,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1.420258756,0.987917172,-0.898584568,0.719634651,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,-0.508103637,-1.619106593,-0.603731558,0.719634651,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.843537138,-1.286276559,-0.898584568,2.178353538,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.799564312,0.987917172,0.125756629,0.719634651,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.766880329,0.362231469,-0.898584568,0.719634651,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0.129608404,1.943825886,0.957897345,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-0.400624079,1.422421133,2.268355166,-0.739084236,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-0.346884301,0.257950518,-0.822141195,-0.739084236,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1.295761602,1.233846414,1.503921437,3.637072424,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-1.117154462,-1.271503424,0.302668435,-0.739084236,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1.184699393,-1.184602632,1.689569628,-0.739084236,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,1.211569282,0.814115588,0.521078071,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-0.266274632,-0.159173284,0.226225062,2.178353538,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,-0.311057781,1.074817964,-1.663018297,-0.739084236,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,1.274265691,-0.750098671,-0.024946021,0.719634651,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1.480268176,0.379611627,0.63028289,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.942870389,1.161718756,1.067102163,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1.161412156,1.233846414,0.848692527,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.042358888,-0.31559471,-1.335403842,-0.739084236,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.490190377,-0.576297087,-0.898584568,3.637072424,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,-0.400624079,-0.359045106,0.248066025,0.719634651,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0.002424261,0.118909251,0.521078071,-0.739084236,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,-0.071020103,-0.472885144,0.984106501,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.136773708,0.234487304,0.381295904,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0.831808179,0.857565984,0.029656389,2.178353538,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.495038899,-0.750098671,0.957897345,-0.739084236,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,-0.848455569,-0.576297087,-0.680174931,0.719634651,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.853304091,1.856925094,-0.352560476,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-0.472277118,0.379611627,-0.352560476,0.719634651,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,-1.654552249,-1.966709761,-2.209042389,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-0.221491484,0.205810043,-0.316522886,0.719634651,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0.763737793,0.90101638,-0.78937975,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.480268176,2.108937391,-0.516367704,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.495038899,-0.750098671,-0.134150839,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.758889271,-1.445305008,-0.224790838,-0.739084236,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,1.748967069,1.161718756,1.831535892,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-0.490190377,0.90101638,-0.461765294,0.719634651,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1.032436687,-1.184602632,1.2855118,0.719634651,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0.942870389,-0.31559471,0.63028289,0.719634651,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,1.569834474,0.727214796,0.302668435,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,1.032436687,0.814115588,-0.396242403,-0.739084236,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-1.797858326,-0.263454235,-0.243355658,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.315906304,0.292710835,0.63028289,-0.739084236,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0.226340006,1.074817964,-0.352560476,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.848455569,-1.184602632,-0.680174931,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.20672076,-0.663197879,-0.134150839,0.719634651,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-0.714106122,-0.228693918,-0.352560476,0.719634651,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1.480268176,0.727214796,0.193463616,0.719634651,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.315906304,1.335520341,0.084258798,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.181556857,-0.419875661,-0.592811076,-0.739084236,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.311057781,-1.184602632,-0.134150839,2.178353538,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0.942870389,0.379611627,0.521078071,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.315906304,0.466512419,-2.536656844,-0.739084236,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0.136773708,-1.127248109,-1.226199023,0.719634651,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.400624079,-0.054892334,0.193463616,-0.739084236,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,-1.564985952,-0.054892334,-0.680174931,2.178353538,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0.405472602,-0.836999463,0.084258798,-0.739084236,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,-0.579756675,-0.402495502,-1.663018297,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.763737793,1.161718756,1.394716619,0.719634651,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,-1.296287058,0.032008458,-1.44460866,-0.739084236,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,0.853304091,0.118909251,-1.116994205,0.719634651,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0.342776193,1.972503147,1.831535892,-0.739084236,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1.390701878,1.422421133,0.084258798,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.579756675,1.248619549,-0.024946021,-0.739084236,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,-1.20672076,-1.010801047,-1.44460866,-0.739084236,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1.122002984,1.596222717,1.2855118,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.226340006,-0.054892334,-0.898584568,-0.739084236,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.490190377,0.032008458,-0.024946021,-0.739084236,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-1.117154462,-0.836999463,-0.570970113,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.315906304,0.379611627,0.739487708,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,-2.191950037,-2.053610553,-1.335403842,-0.739084236,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0.495038899,0.814115588,0.084258798,-0.739084236,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,-0.311057781,-1.271503424,-0.024946021,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-0.669322973,-0.141793126,-1.138835168,0.719634651,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1.30113558,0.118909251,0.193463616,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,-1.744118547,-0.750098671,-1.007789386,0.719634651,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,-0.285979218,0.625540869,0.061325786,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.221491484,-0.923900255,0.521078071,-0.739084236,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.117154462,-0.489396295,-1.44460866,2.178353538,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,-0.938021866,-0.385115344,-1.531972515,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0.315906304,-1.184602632,-1.44460866,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,-0.221491484,2.11762747,-1.226199023,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,1.910186406,1.856925094,2.792538294,-0.739084236,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,0.04720741,0.379611627,-0.898584568,0.719634651,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.163643597,1.726573906,0.739487708,-0.739084236,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.315906304,1.161718756,1.012499754,-0.739084236,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1.480268176,1.074817964,0.084258798,0.719634651,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-0.311057781,0.814115588,0.521078071,0.719634651,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,0.315906304,-0.402495502,1.2855118,0.719634651,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,-0.131925186,-0.489396295,0.63028289,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-0.669322973,-1.010801047,-0.134150839,-0.739084236,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,-1.475419654,-1.184602632,-1.116994205,0.719634651,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0.315906304,-1.358404216,0.957897345,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.709998014,-0.706648275,2.049945529,-0.739084236,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-1.564985952,-1.010801047,-0.352560476,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.400624079,-1.706007385,0.411873253,-0.739084236,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0,1.569834474,0.393515754,0.848692527,2.178353538,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.04720741,0.640314004,-0.243355658,-0.739084236,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0.763737793,0.118909251,1.176306982,0.719634651,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1,-0.758889271,-0.402495502,0.193463616,2.178353538,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,-1.358983466,-1.271503424,-1.007789386,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0.495038899,0.379611627,0.521078071,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0.244253265,0.491713649,-0.78937975,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,-1.779945066,-0.265192251,0.533090601,-0.739084236,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,-1.117154462,-0.141793126,0.302668435,0.719634651,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,1.498181435,0.588173528,-0.036958551,-0.739084236,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-0.311057781,-0.923900255,0.193463616,-0.739084236,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0.136773708,1.422421133,0.084258798,-0.739084236,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,-0.131925186,-1.358404216,0.084258798,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-1.027588164,-0.750098671,-2.318247207,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,2.017665963,2.030726678,1.394716619,0.719634651,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,-0.490190377,-1.184602632,-0.461765294,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.011380891,-0.020132017,1.427478064,0.719634651,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,-1.117154462,-0.576297087,-1.772223115,0.719634651,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1.963926184,-0.258240187,0.439174458,-0.739084236,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-1.833684845,0.727214796,-0.461765294,-0.739084236,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1.419363093,1.146945622,1.427478064,-0.739084236,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
